//Note: This export file in CSV format must not be opened by double-clicking on the file!;;;
//Please open this file using the menu command File > Open of MS Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
25776;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
9520;Slot cannot be addressed;Emplacement non accessible;
25904;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
9648;Ground fault;Défaut à la masse;
26032;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
9776;Reference point list;Erreur de voie de référence;
26160;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
9904;Process event lost / sampling error;Alarme de processus perdue;
26288;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
10032;Threshold warning;Avertissement actionneur;
26416;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
10160;Output disabled;Coupure actionneur;
26544;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
10288;Safety event;Arrêt de sécurité;
26672;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
10416;External fault;Défaut externe;
26800;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
10544;Unidentified error;Défaut non spécifié;
26928;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
10672;Reserved;réservé;
27056;;;
10800;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
27184;;;
10928;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
27312;;;
11056;Temporary error;Erreur temporaire;
27440;;;
7160;Illegal linkup;Linkup illicite;
23544;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
7288;Illegal linkdown;Linkdown illicite;
23672;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
7416;Illegal transmission rate;Vitesse de transmission illicite;
23800;Transmission rate different from setting in parameter data record 3;Vitesse de transmission différente des spécifications de l'enregistrement de paramétrage 3;
7544;Illegal duplexity;Duplexity illicite;
23928;Duplexity different from setting in parameter data record 3;Duplexity différente des spécifications de l'enregistrement de paramétrage 3;
7672;Frame overload;Surcharge de trames;
24056;More or less discarded frames than set as threshold value in parameter data record 2;Les télégrammes rejetés dépassent le seuil spécifié dans l'enregistrement de paramétrage 2;
7232;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20070405@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20070405@;
23616;Help: Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20070405@;
7296;No physical connection on port;Pas de connexion physique au port;
23680;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
7297;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
23681;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
7298;Error during cable data check;Erreur à la vérification des données de câble;
23682;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
7360;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20070405@;
23744;Help: Remote mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur partenaire; @5W%t#A02A-SCALANCE_X200-20070405@;
7424;Wrong partner;Partenaire incorrect;
23808;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
7425;Wrong partner port;Port partenaire incorrect;
23809;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
7426;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
23810;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
7427;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
23811;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;
7428;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
23812;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;
7429;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
23813;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;
7430;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
23814;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;
7431;Difference in cable length measurement;Différence à la détermination de longueur de câble;
23815;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;
7440;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
23824;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;
7488;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20070405@;
23872;Help: Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20070405@;
7552;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
23936;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;
7553;Ring opened;Anneau ouvert;
23937;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;
7554;RT redundancy not effective;Redondance RT plus garantie;
23938;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;
7555;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
23939;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;
7616;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20070405@;
24000;Help: Sync mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20070405@;
7680;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
24064;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;
7683;Station not synchronized;Station non synchrone;
24067;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;
7744;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
24128;Help: Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
7872;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20070405@;
24256;Help: Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : Erreur CR Multicast; @5W%t#A02A-SCALANCE_X200-20070405@;
8000;Reserved; @5W%t#A02A-SCALANCE_X200-20070405@;réservé; @5W%t#A02A-SCALANCE_X200-20070405@;
24384;Help: Reserved; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : réservée; @5W%t#A02A-SCALANCE_X200-20070405@;
8128;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20070405@;
24512;Help: Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20070405@;
8192;FO link power margin critical;Réserve système FO critique;
24576;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;
8256;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20070405@;
24640;Help: Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20070405@;
8320;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
24704;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;
8384;Time mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
24768;Help: Time mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Aide : erreur de temporisation; @5W%t#A02A-SCALANCE_X200-20070405@;
8960;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
25344;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;
8961;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
25345;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;
8962;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
25346;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;
9424;No redundant PS;Pas d'alimentation redondante;
25808;Alarm entering state when there is no redundant PS;Alarme arrivante en l'absence d'alimentation redondante;
9426;C-PLUG not found;C-PLUG introuvable;
25810;Alarm entering state when no C-PLUG was inserted;Alarme arrivante en l'absence de C-PLUG;
9428;C-PLUG defective;C-PLUG défectueux;
25812;Alarm entering state when C-PLUG is defective;Alarme arrivante lorsque le C-PLUG est défectueux;
9430;wrong C-PLUG;Le C-PLUG est incorrect;
25814;Incoming alarm when wrong C-PLUG is plugged in;Alarme apparaissante si aucun C-PLUG n'a incorrect;
12272;;;
28656;;;
12400;Short circuit;Court-circuit;
28784;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
12528;Low voltage;Sous-tension;
28912;Verify the power supply.;Contrôlez l'alimentation en tension.;
12656;Overvoltage;Surtension;
29040;Verify the power supply.;Contrôlez l'alimentation en tension.;
12784;Overload;Surcharge;
29168;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
12912;Overtemperature;Surchauffe;
29296;Check the technical specifications of the connected components.;Contrôlez les caractéristiques techniques des composants liés.;
13040;Wire break;Rupture de fil;
29424;Check the status of the connection lines.;Contrôlez l'état des câbles de liaison.;
13168;High limit exceeded;Limite supérieure dépassée;
29552;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
13296;Low limit exceeded;Limite inférieure sous-dépassée;
29680;Check the technical specifications of the  connected components and the configuration.;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;
13424;Error;Erreur;
29808;;;
13552;Simulation active;Simulation active;
29936;;;
13680;Reserved;réservé;
30064;;;
13808;Reserved;réservé;
30192;;;
13936;Reserved;réservé;
30320;;;
14064;Reserved;réservé;
30448;;;
14192;Parameter missing;Paramètre manquant;
30576;;;
14320;Parameter assignment error;Erreur de paramétrage;
30704;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;
14448;Power supply fault;Absence de tension capteur ou de charge;
30832;Cause: No power supply. Remedy: Check wiring or turn on power supply.;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;
14576;Fuse blown / open;Fusible defectueux;
30960;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;
14704;Slot cannot be addressed;Emplacement non accessible;
31088;Cause: Communication error with various possible causes. Remedy: Depends on cause.;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;
14832;Ground fault;Défaut à la masse;
31216;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;
14960;Reference point list;Erreur de voie de référence;
31344;Cause: Error on reference channel. Remedy: See manual.;Cause : erreur de voie de référence. Solution : voir le manuel.;
15088;Process event lost / sampling error;Alarme de processus perdue;
31472;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;
15216;Threshold warning;Avertissement actionneur;
31600;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;
15344;Output disabled;Coupure actionneur;
31728;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;
15472;Safety event;Arrêt de sécurité;
31856;Cause: Error detected on channel. Remedy: Check channel and correct problem..;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;
15600;External fault;Défaut externe;
31984;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;
15728;Unidentified error;Défaut non spécifié;
32112;Cause: Cannot be specified in greater detail. Remedy: See manual.;Cause : ne peut être spécifiée. Solution : voir le manuel.;
15856;Reserved;réservé;
32240;;;
15984;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
32368;;;
16112;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
32496;;;
16240;Temporary error;Erreur temporaire;
32624;;;
12344;Illegal linkup;Linkup illicite;
28728;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
12472;Illegal linkdown;Linkdown illicite;
28856;Link status different from setting in parameter data record 200;Etat de connexion différent des spécifications de l'enregistrement de paramétrage 200;
12600;Illegal transmission rate;Vitesse de transmission illicite;
28984;Transmission rate different from setting in parameter data record 3;Vitesse de transmission différente des spécifications de l'enregistrement de paramétrage 3;
12728;Illegal duplexity;Duplexity illicite;
29112;Duplexity different from setting in parameter data record 3;Duplexity différente des spécifications de l'enregistrement de paramétrage 3;
12856;Frame overload;Surcharge de trames;
29240;More or less discarded frames than set as threshold value in parameter data record 2;Les télégrammes rejetés dépassent le seuil spécifié dans l'enregistrement de paramétrage 2;
12416;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20090303@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20090303@;
28800;Help: Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20090303@;
12480;No physical connection on port;Pas de connexion physique au port;
28864;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;
12481;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
28865;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;
12482;Error during cable data check;Erreur à la vérification des données de câble;
28866;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;
12544;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20090303@;
28928;Help: Remote mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Aide : erreur partenaire; @5W%t#A02A-SCALANCE_X200-20090303@;
12608;Wrong partner;Partenaire incorrect;
28992;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;
12609;Wrong partner port;Port partenaire incorrect;
28993;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;
12610;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
28994;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;
12611;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
