//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
8935;Difference in cable length measurement;Différence à la détermination de longueur de câble;
25319;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
9304;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
25688;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
10432;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20070405@;
26816;Help: Media redundancy mismatch; @5W%t#A;Aide : erreur de redondance de supports ;
11936;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
28320;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
11937;Ring opened;Anneau ouvert;
28321;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
11938;RT redundancy not effective;Redondance RT plus garantie;
28322;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
11939;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
28323;Indicates that more than one device in t;Indique que plusieurs appareils assument;
13440;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20070405@;
29824;Help: Sync mismatch; @5W%t#A02A-SCALANCE;Aide : perte de synchronisation; @5W%t#A;
14944;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
31328;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
14947;Station not synchronized;Station non synchrone;
31331;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
136;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
16520;Help: Isochronous mode mismatch; @5W%t#A;Aide : erreur de synchronisme d'horloge;;
3144;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20070405@;
19528;Help: Multicast CR mismatch; @5W%t#A02A-;Aide : Erreur CR Multicast; @5W%t#A02A-S;
6152;Reserved; @5W%t#A02A-SCALANCE_X200-20070405@;réservé; @5W%t#A02A-SCALANCE_X200-20070405@;
22536;Help: Reserved; @5W%t#A02A-SCALANCE_X200;Aide : réservée; @5W%t#A02A-SCALANCE_X20;
9160;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20070405@;
25544;Help: Fiber optics mismatch; @5W%t#A02A-;Aide : erreur fibre optique; @5W%t#A02A-;
10664;FO link power margin critical;Réserve système FO critique;
27048;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
12168;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20070405@;
28552;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
13672;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
30056;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
15176;Time mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
31560;Help: Time mismatch; @5W%t#A02A-SCALANCE;Aide : erreur de temporisation; @5W%t#A0;
12400;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
28784;A standard gateway has been configured f;Un autre routeur par défaut a été config;
12401;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
28785;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
12402;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
28786;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
6992;No redundant PS;Pas d'alimentation redondante;
23376;Alarm entering state when there is no re;Alarme arrivante en l'absence d'alimenta;
6994;C-PLUG not found;C-PLUG introuvable;
23378;Alarm entering state when no C-PLUG was ;Alarme arrivante en l'absence de C-PLUG;
6996;C-PLUG defective;C-PLUG défectueux;
23380;Alarm entering state when C-PLUG is defe;Alarme arrivante lorsque le C-PLUG est d;
6998;wrong C-PLUG;Le C-PLUG est incorrect;
23382;Incoming alarm when wrong C-PLUG is plug;Alarme apparaissante si aucun C-PLUG n'a;
7936;;;
24320;;;
10944;Short circuit;Court-circuit;
27328;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
13952;Low voltage;Sous-tension;
30336;Verify the power supply.;Contrôlez l'alimentation en tension.;
648;Overvoltage;Surtension;
17032;Verify the power supply.;Contrôlez l'alimentation en tension.;
3656;Overload;Surcharge;
20040;Check the technical specifications of th;Contrôlez les caractéristiques technique;
6664;Overtemperature;Surchauffe;
23048;Check the technical specifications of th;Contrôlez les caractéristiques technique;
9672;Wire break;Rupture de fil;
26056;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
12680;High limit exceeded;Limite supérieure dépassée;
29064;Check the technical specifications of th;Contrôlez les caractéristiques technique;
15688;Low limit exceeded;Limite inférieure sous-dépassée;
32072;Check the technical specifications of th;Contrôlez les caractéristiques technique;
2384;Error;Erreur;
18768;;;
5392;Simulation active;Simulation active;
21776;;;
8400;Reserved;réservé;
24784;;;
11408;Reserved;réservé;
27792;;;
14416;Reserved;réservé;
30800;;;
1112;Reserved;réservé;
17496;;;
4120;Parameter missing;Paramètre manquant;
20504;;;
7128;Parameter assignment error;Erreur de paramétrage;
23512;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
10136;Power supply fault;Absence de tension capteur ou de charge;
26520;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
13144;Fuse blown / open;Fusible defectueux;
29528;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
16152;Slot cannot be addressed;Emplacement non accessible;
32536;Cause: Communication error with various ;Cause : erreur de communication à cause ;
2848;Ground fault;Défaut à la masse;
19232;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
5856;Reference point list;Erreur de voie de référence;
22240;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
8864;Process event lost / sampling error;Alarme de processus perdue;
25248;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
11872;Threshold warning;Avertissement actionneur;
28256;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
14880;Output disabled;Coupure actionneur;
31264;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
1576;Safety event;Arrêt de sécurité;
17960;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
4584;External fault;Défaut externe;
20968;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
7592;Unidentified error;Défaut non spécifié;
23976;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
10600;Reserved;réservé;
26984;;;
13608;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
29992;;;
304;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
16688;;;
3312;Temporary error;Erreur temporaire;
19696;;;
1472;Illegal linkup;Linkup illicite;
17856;Link status different from setting in pa;Etat de connexion différent des spécific;
4480;Illegal linkdown;Linkdown illicite;
20864;Link status different from setting in pa;Etat de connexion différent des spécific;
7488;Illegal transmission rate;Vitesse de transmission illicite;
23872;Transmission rate different from setting;Vitesse de transmission différente des s;
10496;Illegal duplexity;Duplexity illicite;
26880;Duplexity different from setting in para;Duplexity différente des spécifications ;
13504;Frame overload;Surcharge de trames;
29888;More or less discarded frames than set a;Les télégrammes rejetés dépassent le seu;
11320;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20090303@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20090303@;
27704;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
12824;No physical connection on port;Pas de connexion physique au port;
29208;Port monitoring was configured, there is;Une surveillance de port a été configuré;
12825;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
29209;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
12826;Error during cable data check;Erreur à la vérification des données de câble;
29210;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
14328;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20090303@;
30712;Help: Remote mismatch; @5W%t#A02A-SCALAN;Aide : erreur partenaire; @5W%t#A02A-SCA;
15832;Wrong partner;Partenaire incorrect;
32216;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15833;Wrong partner port;Port partenaire incorrect;
32217;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15834;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
32218;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
15835;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
32219;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
15836;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
32220;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
15837;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
32221;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15838;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
32222;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
15839;Difference in cable length measurement;Différence à la détermination de longueur de câble;
32223;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
16208;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
32592;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
1024;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20090303@;
17408;Help: Media redundancy mismatch; @5W%t#A;Aide : erreur de redondance de supports ;
2528;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
18912;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
2529;Ring opened;Anneau ouvert;
18913;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
2530;RT redundancy not effective;Redondance RT plus garantie;
18914;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
2531;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
18915;Indicates that more than one device in t;Indique que plusieurs appareils assument;
4032;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20090303@;
20416;Help: Sync mismatch; @5W%t#A02A-SCALANCE;Aide : perte de synchronisation; @5W%t#A;
5536;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
21920;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
5539;Station not synchronized;Station non synchrone;
21923;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
7040;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
23424;Help: Isochronous mode mismatch; @5W%t#A;Aide : erreur de synchronisme d'horloge;;
10048;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20090303@;
26432;Help: Multicast CR mismatch; @5W%t#A02A-;Aide : Erreur CR Multicast; @5W%t#A02A-S;
13056;Reserved; @5W%t#A02A-SCALANCE_X200-20090303@;réservé; @5W%t#A02A-SCALANCE_X200-20090303@;
29440;Help: Reserved; @5W%t#A02A-SCALANCE_X200;Aide : réservée; @5W%t#A02A-SCALANCE_X20;
16064;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20090303@;
32448;Help: Fiber optics mismatch; @5W%t#A02A-;Aide : erreur fibre optique; @5W%t#A02A-;
1256;FO link power margin critical;Réserve système FO critique;
17640;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
2760;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20090303@;
19144;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
4264;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
20648;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
5768;Time mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
22152;Help: Time mismatch; @5W%t#A02A-SCALANCE;Aide : erreur de temporisation; @5W%t#A0;
2992;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
19376;A standard gateway has been configured f;Un autre routeur par défaut a été config;
2993;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
19377;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
2994;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
19378;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
13896;No redundant PS;Pas d'alimentation redondante;
30280;Alarm entering state when there is no re;Alarme arrivante en l'absence d'alimenta;
13898;C-PLUG not found;C-PLUG introuvable;
30282;Alarm entering state when no C-PLUG was ;Alarme arrivante en l'absence de C-PLUG;
13900;C-PLUG defective;C-PLUG défectueux;
30284;Alarm entering state when C-PLUG is defe;Alarme arrivante lorsque le C-PLUG est d;
13902;wrong C-PLUG;Le C-PLUG est incorrect;
30286;Incoming alarm when wrong C-PLUG is plug;Alarme apparaissante si aucun C-PLUG n'a;
4792;;;
21176;;;
7800;Short circuit;Court-circuit;
24184;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
10808;Low voltage;Sous-tension;
27192;Verify the power supply.;Contrôlez l'alimentation en tension.;
13816;Overvoltage;Surtension;
30200;Verify the power supply.;Contrôlez l'alimentation en tension.;
512;Overload;Surcharge;
16896;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3520;Overtemperature;Surchauffe;
19904;Check the technical specifications of th;Contrôlez les caractéristiques technique;
6528;Wire break;Rupture de fil;
22912;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
9536;High limit exceeded;Limite supérieure dépassée;
25920;Check the technical specifications of th;Contrôlez les caractéristiques technique;
12544;Low limit exceeded;Limite inférieure sous-dépassée;
28928;Check the technical specifications of th;Contrôlez les caractéristiques technique;
15552;Error;Erreur;
31936;;;
2248;Simulation active;Simulation active;
18632;;;
5256;Reserved;réservé;
21640;;;
8264;Reserved;réservé;
24648;;;
11272;Reserved;réservé;
27656;;;
14280;Reserved;réservé;
30664;;;
976;Parameter missing;Paramètre manquant;
17360;;;
3984;Parameter assignment error;Erreur de paramétrage;
20368;Possible Cause: Module either not at all;Cause possible : Le module n'est pas par;
0;Front connector missing, sensor or load voltage missing;Le connecteur frontal, la tension de capteur ou de charge manque.;
16384;Possible cause: Supply voltage missing o;Cause possible : La tension d'alimentati;
10000;Fuse defective;Fusible défectueux.;
26384;Possible Cause: User's replaceable fuse ;Cause possible : Le fusible échangeable ;
13008;Communication error;Erreur de communication;
29392;Possible Cause: Communication to the mod;Cause possible : Communication au module;
16016;Ground error;Erreur de masse;
32400;Possible Cause: Exceeding the allowable ;Cause possible : Dépassement du Common M;
2712;Reference channel error;Erreur sur voie de référence;
19096;Possible Cause: Error on the reference c;Cause possible : Erreur sur voie de réfé;
5720;Process interrupt lost or message error;Alarme de processus perdue ou erreur de message;
22104;Possible Cause: Frame error, parity erro;Cause possible : Erreur de cadre, erreur;
8728;Warning;Avertissement;
25112;Possible Cause: Exceeding the actuator l;Cause possible : Dépassement des seuils ;
11736;Shutoff;Arrêt;
28120;Possible Cause: Trigger a line switch du;Cause possible : Déclenchement d'un disj;
14744;Fail-safe shutoff;Arrêt de sécurité;
31128;Possible Cause: Trigger for fail-safe sh;Cause possible : Présence d'un déclenche;
1440;external error;Erreur externe;
17824;Possible Cause: Wire break or short circ;Cause possible : Rupture de fil ou court;
4448;ambiguous error;Erreur indéfinie;
20832;Possible Cause: Teach-in process running;Cause possible : Une procédure d'apprent;
7456;Reserved;réservé;
23840;;;
10464;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
26848;;;
13472;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29856;;;
168;Channel temporarily not available;Voie temporairement indisponible;
16552;Possible cause: Calibration, firmware up;Cause possible : Calibrage, mise à jour ;
8176;Data transmission impossible; @5W%t#ET200S-20091013@;Transmission de données impossible; @5W%t#ET200S-20091013@;
24560;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
9680;No physical connection on port;Pas de connexion physique au port;
26064;Port monitoring was configured, there is;Une surveillance de port a été configuré;
9681;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
26065;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
9682;Error during cable data check;Erreur à la vérification des données de câble;
26066;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
11184;Remote mismatch; @5W%t#ET200S-20091013@;Erreur partenaire; @5W%t#ET200S-20091013@;
27568;Help: Remote mismatch; @5W%t#ET200S-2009;Aide : erreur partenaire; @5W%t#ET200S-2;
12688;Wrong partner;Partenaire incorrect;
29072;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12689;Wrong partner port;Port partenaire incorrect;
29073;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12690;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
29074;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
12691;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
29075;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
12692;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
29076;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
12693;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
29077;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12694;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
29078;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
12695;Difference in cable length measurement;Différence à la détermination de longueur de câble;
29079;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
8;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
16392;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
14192;Media redundancy mismatch; @5W%t#ET200S-20091013@;Erreur de redondance de supports de transmission; @5W%t#ET200S-20091013@;
30576;Help: Media redundancy mismatch; @5W%t#E;Aide : erreur de redondance de supports ;
15696;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
32080;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
15697;Ring opened;Anneau ouvert;
32081;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
15698;RT redundancy not effective;Redondance RT plus garantie;
32082;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
15699;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
32083;Indicates that more than one device in t;Indique que plusieurs appareils assument;
888;Sync mismatch; @5W%t#ET200S-20091013@;Perte de synchronisation; @5W%t#ET200S-20091013@;
17272;Help: Sync mismatch; @5W%t#ET200S-200910;Aide : perte de synchronisation; @5W%t#E;
2392;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
18776;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
2395;Station not synchronized;Station non synchrone;
18779;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
3896;Isochronous mode mismatch; @5W%t#ET200S-20091013@;Erreur de synchronisme d'horloge; @5W%t#ET200S-20091013@;
20280;Help: Isochronous mode mismatch; @5W%t#E;Aide : erreur de synchronisme d'horloge;;
6904;Multicast CR mismatch; @5W%t#ET200S-20091013@;Erreur Multicast CR; @5W%t#ET200S-20091013@;
23288;Help: Multicast CR mismatch; @5W%t#ET200;Aide : Erreur CR Multicast; @5W%t#ET200S;
9912;Reserved; @5W%t#ET200S-20091013@;réservé; @5W%t#ET200S-20091013@;
26296;Help: Reserved; @5W%t#ET200S-20091013@;Aide : réservée; @5W%t#ET200S-20091013@;
12920;Fiber optics mismatch; @5W%t#ET200S-20091013@;Erreur fibre optique; @5W%t#ET200S-20091013@;
29304;Help: Fiber optics mismatch; @5W%t#ET200;Aide : erreur fibre optique; @5W%t#ET200;
14424;FO link power margin critical;Réserve système FO critique;
