//Note: This export file in CSV format must not be opened by double-clicking on the file!;;;
//Please open this file using the menu command File > Open of MS Excel;;;
$_Languages;;;
7(5) German (Liechtenstein);9(1) English (United States);12(1) French (France);
26928;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
10672;Reserved;réservé;
27056;;;
10800;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
27184;;;
10928;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
27312;;;
11056;Temporary error;Erreur temporaire;
27440;;;
7160;Illegal linkup;Linkup illicite;
23544;Link status different from setting in pa;Etat de connexion différent des spécific;
7288;Illegal linkdown;Linkdown illicite;
23672;Link status different from setting in pa;Etat de connexion différent des spécific;
7416;Illegal transmission rate;Vitesse de transmission illicite;
23800;Transmission rate different from setting;Vitesse de transmission différente des s;
7544;Illegal duplexity;Duplexity illicite;
23928;Duplexity different from setting in para;Duplexity différente des spécifications ;
7672;Frame overload;Surcharge de trames;
24056;More or less discarded frames than set a;Les télégrammes rejetés dépassent le seu;
7232;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20070405@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20070405@;
23616;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
7296;No physical connection on port;Pas de connexion physique au port;
23680;Port monitoring was configured, there is;Une surveillance de port a été configuré;
7297;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
23681;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
7298;Error during cable data check;Erreur à la vérification des données de câble;
23682;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
7360;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20070405@;
23744;Help: Remote mismatch; @5W%t#A02A-SCALAN;Aide : erreur partenaire; @5W%t#A02A-SCA;
7424;Wrong partner;Partenaire incorrect;
23808;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7425;Wrong partner port;Port partenaire incorrect;
23809;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7426;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
23810;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
7427;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
23811;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
7428;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
23812;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
7429;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
23813;A port interconnection was configured bu;Une connexion de port a été configurée, ;
7430;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
23814;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
7431;Difference in cable length measurement;Différence à la détermination de longueur de câble;
23815;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
7440;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
23824;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
7488;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20070405@;
23872;Help: Media redundancy mismatch; @5W%t#A;Aide : erreur de redondance de supports ;
7552;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
23936;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
7553;Ring opened;Anneau ouvert;
23937;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
7554;RT redundancy not effective;Redondance RT plus garantie;
23938;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
7555;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
23939;Indicates that more than one device in t;Indique que plusieurs appareils assument;
7616;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20070405@;
24000;Help: Sync mismatch; @5W%t#A02A-SCALANCE;Aide : perte de synchronisation; @5W%t#A;
7680;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
24064;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
7683;Station not synchronized;Station non synchrone;
24067;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
7744;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
24128;Help: Isochronous mode mismatch; @5W%t#A;Aide : erreur de synchronisme d'horloge;;
7872;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20070405@;
24256;Help: Multicast CR mismatch; @5W%t#A02A-;Aide : Erreur CR Multicast; @5W%t#A02A-S;
8000;Reserved; @5W%t#A02A-SCALANCE_X200-20070405@;réservé; @5W%t#A02A-SCALANCE_X200-20070405@;
24384;Help: Reserved; @5W%t#A02A-SCALANCE_X200;Aide : réservée; @5W%t#A02A-SCALANCE_X20;
8128;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20070405@;
24512;Help: Fiber optics mismatch; @5W%t#A02A-;Aide : erreur fibre optique; @5W%t#A02A-;
8192;FO link power margin critical;Réserve système FO critique;
24576;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
8256;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20070405@;
24640;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
8320;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
24704;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
8384;Time mismatch; @5W%t#A02A-SCALANCE_X200-20070405@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20070405@;
24768;Help: Time mismatch; @5W%t#A02A-SCALANCE;Aide : erreur de temporisation; @5W%t#A0;
8960;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
25344;A standard gateway has been configured f;Un autre routeur par défaut a été config;
8961;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
25345;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
8962;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
25346;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
9424;No redundant PS;Pas d'alimentation redondante;
25808;Alarm entering state when there is no re;Alarme arrivante en l'absence d'alimenta;
9426;C-PLUG not found;C-PLUG introuvable;
25810;Alarm entering state when no C-PLUG was ;Alarme arrivante en l'absence de C-PLUG;
9428;C-PLUG defective;C-PLUG défectueux;
25812;Alarm entering state when C-PLUG is defe;Alarme arrivante lorsque le C-PLUG est d;
9430;wrong C-PLUG;Le C-PLUG est incorrect;
25814;Incoming alarm when wrong C-PLUG is plug;Alarme apparaissante si aucun C-PLUG n'a;
12272;;;
28656;;;
12400;Short circuit;Court-circuit;
28784;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
12528;Low voltage;Sous-tension;
28912;Verify the power supply.;Contrôlez l'alimentation en tension.;
12656;Overvoltage;Surtension;
29040;Verify the power supply.;Contrôlez l'alimentation en tension.;
12784;Overload;Surcharge;
29168;Check the technical specifications of th;Contrôlez les caractéristiques technique;
12912;Overtemperature;Surchauffe;
29296;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13040;Wire break;Rupture de fil;
29424;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
13168;High limit exceeded;Limite supérieure dépassée;
29552;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13296;Low limit exceeded;Limite inférieure sous-dépassée;
29680;Check the technical specifications of th;Contrôlez les caractéristiques technique;
13424;Error;Erreur;
29808;;;
13552;Simulation active;Simulation active;
29936;;;
13680;Reserved;réservé;
30064;;;
13808;Reserved;réservé;
30192;;;
13936;Reserved;réservé;
30320;;;
14064;Reserved;réservé;
30448;;;
14192;Parameter missing;Paramètre manquant;
30576;;;
14320;Parameter assignment error;Erreur de paramétrage;
30704;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
14448;Power supply fault;Absence de tension capteur ou de charge;
30832;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
14576;Fuse blown / open;Fusible defectueux;
30960;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
14704;Slot cannot be addressed;Emplacement non accessible;
31088;Cause: Communication error with various ;Cause : erreur de communication à cause ;
14832;Ground fault;Défaut à la masse;
31216;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
14960;Reference point list;Erreur de voie de référence;
31344;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
15088;Process event lost / sampling error;Alarme de processus perdue;
31472;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
15216;Threshold warning;Avertissement actionneur;
31600;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
15344;Output disabled;Coupure actionneur;
31728;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
15472;Safety event;Arrêt de sécurité;
31856;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
15600;External fault;Défaut externe;
31984;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
15728;Unidentified error;Défaut non spécifié;
32112;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
15856;Reserved;réservé;
32240;;;
15984;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
32368;;;
16112;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
32496;;;
16240;Temporary error;Erreur temporaire;
32624;;;
12344;Illegal linkup;Linkup illicite;
28728;Link status different from setting in pa;Etat de connexion différent des spécific;
12472;Illegal linkdown;Linkdown illicite;
28856;Link status different from setting in pa;Etat de connexion différent des spécific;
12600;Illegal transmission rate;Vitesse de transmission illicite;
28984;Transmission rate different from setting;Vitesse de transmission différente des s;
12728;Illegal duplexity;Duplexity illicite;
29112;Duplexity different from setting in para;Duplexity différente des spécifications ;
12856;Frame overload;Surcharge de trames;
29240;More or less discarded frames than set a;Les télégrammes rejetés dépassent le seu;
12416;Data transmission impossible; @5W%t#A02A-SCALANCE_X200-20090303@;Transmission de données impossible; @5W%t#A02A-SCALANCE_X200-20090303@;
28800;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
12480;No physical connection on port;Pas de connexion physique au port;
28864;Port monitoring was configured, there is;Une surveillance de port a été configuré;
12481;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
28865;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
12482;Error during cable data check;Erreur à la vérification des données de câble;
28866;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
12544;Remote mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur partenaire; @5W%t#A02A-SCALANCE_X200-20090303@;
28928;Help: Remote mismatch; @5W%t#A02A-SCALAN;Aide : erreur partenaire; @5W%t#A02A-SCA;
12608;Wrong partner;Partenaire incorrect;
28992;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12609;Wrong partner port;Port partenaire incorrect;
28993;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12610;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
28994;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
12611;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
28995;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
12612;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
28996;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
12613;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
28997;A port interconnection was configured bu;Une connexion de port a été configurée, ;
12614;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
28998;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
12615;Difference in cable length measurement;Différence à la détermination de longueur de câble;
28999;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
12624;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
29008;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
12672;Media redundancy mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de redondance de supports de transmission; @5W%t#A02A-SCALANCE_X200-20090303@;
29056;Help: Media redundancy mismatch; @5W%t#A;Aide : erreur de redondance de supports ;
12736;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
29120;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
12737;Ring opened;Anneau ouvert;
29121;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
12738;RT redundancy not effective;Redondance RT plus garantie;
29122;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
12739;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
29123;Indicates that more than one device in t;Indique que plusieurs appareils assument;
12800;Sync mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Perte de synchronisation; @5W%t#A02A-SCALANCE_X200-20090303@;
29184;Help: Sync mismatch; @5W%t#A02A-SCALANCE;Aide : perte de synchronisation; @5W%t#A;
12864;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
29248;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
12867;Station not synchronized;Station non synchrone;
29251;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
12928;Isochronous mode mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de synchronisme d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
29312;Help: Isochronous mode mismatch; @5W%t#A;Aide : erreur de synchronisme d'horloge;;
13056;Multicast CR mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur Multicast CR; @5W%t#A02A-SCALANCE_X200-20090303@;
29440;Help: Multicast CR mismatch; @5W%t#A02A-;Aide : Erreur CR Multicast; @5W%t#A02A-S;
13184;Reserved; @5W%t#A02A-SCALANCE_X200-20090303@;réservé; @5W%t#A02A-SCALANCE_X200-20090303@;
29568;Help: Reserved; @5W%t#A02A-SCALANCE_X200;Aide : réservée; @5W%t#A02A-SCALANCE_X20;
13312;Fiber optics mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur fibre optique; @5W%t#A02A-SCALANCE_X200-20090303@;
29696;Help: Fiber optics mismatch; @5W%t#A02A-;Aide : erreur fibre optique; @5W%t#A02A-;
13376;FO link power margin critical;Réserve système FO critique;
29760;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
13440;Network component function mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur de fonctionnement du composant réseau; @5W%t#A02A-SCALANCE_X200-20090303@;
29824;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
13504;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
29888;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
13568;Time mismatch; @5W%t#A02A-SCALANCE_X200-20090303@;Erreur d'horloge; @5W%t#A02A-SCALANCE_X200-20090303@;
29952;Help: Time mismatch; @5W%t#A02A-SCALANCE;Aide : erreur de temporisation; @5W%t#A0;
14144;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
30528;A standard gateway has been configured f;Un autre routeur par défaut a été config;
14145;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
30529;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
14146;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
30530;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
14608;No redundant PS;Pas d'alimentation redondante;
30992;Alarm entering state when there is no re;Alarme arrivante en l'absence d'alimenta;
14610;C-PLUG not found;C-PLUG introuvable;
30994;Alarm entering state when no C-PLUG was ;Alarme arrivante en l'absence de C-PLUG;
14612;C-PLUG defective;C-PLUG défectueux;
30996;Alarm entering state when C-PLUG is defe;Alarme arrivante lorsque le C-PLUG est d;
14614;wrong C-PLUG;Le C-PLUG est incorrect;
30998;Incoming alarm when wrong C-PLUG is plug;Alarme apparaissante si aucun C-PLUG n'a;
15336;;;
31720;;;
15464;Short circuit;Court-circuit;
31848;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
15592;Low voltage;Sous-tension;
31976;Verify the power supply.;Contrôlez l'alimentation en tension.;
15720;Overvoltage;Surtension;
32104;Verify the power supply.;Contrôlez l'alimentation en tension.;
15848;Overload;Surcharge;
32232;Check the technical specifications of th;Contrôlez les caractéristiques technique;
15976;Overtemperature;Surchauffe;
32360;Check the technical specifications of th;Contrôlez les caractéristiques technique;
16104;Wire break;Rupture de fil;
32488;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
16232;High limit exceeded;Limite supérieure dépassée;
32616;Check the technical specifications of th;Contrôlez les caractéristiques technique;
48;Low limit exceeded;Limite inférieure sous-dépassée;
16432;Check the technical specifications of th;Contrôlez les caractéristiques technique;
176;Error;Erreur;
16560;;;
304;Simulation active;Simulation active;
16688;;;
432;Reserved;réservé;
16816;;;
560;Reserved;réservé;
16944;;;
688;Reserved;réservé;
17072;;;
816;Reserved;réservé;
17200;;;
944;Parameter missing;Paramètre manquant;
17328;;;
1072;Parameter assignment error;Erreur de paramétrage;
17456;Possible Cause: Module either not at all;Cause possible : Le module n'est pas par;
1200;Front connector missing, sensor or load voltage missing;Le connecteur frontal, la tension de capteur ou de charge manque.;
17584;Possible cause: Supply voltage missing o;Cause possible : La tension d'alimentati;
1328;Fuse defective;Fusible défectueux.;
17712;Possible Cause: User's replaceable fuse ;Cause possible : Le fusible échangeable ;
1456;Communication error;Erreur de communication;
17840;Possible Cause: Communication to the mod;Cause possible : Communication au module;
1584;Ground error;Erreur de masse;
17968;Possible Cause: Exceeding the allowable ;Cause possible : Dépassement du Common M;
1712;Reference channel error;Erreur sur voie de référence;
18096;Possible Cause: Error on the reference c;Cause possible : Erreur sur voie de réfé;
1840;Process interrupt lost or message error;Alarme de processus perdue ou erreur de message;
18224;Possible Cause: Frame error, parity erro;Cause possible : Erreur de cadre, erreur;
1968;Warning;Avertissement;
18352;Possible Cause: Exceeding the actuator l;Cause possible : Dépassement des seuils ;
2096;Shutoff;Arrêt;
18480;Possible Cause: Trigger a line switch du;Cause possible : Déclenchement d'un disj;
2224;Fail-safe shutoff;Arrêt de sécurité;
18608;Possible Cause: Trigger for fail-safe sh;Cause possible : Présence d'un déclenche;
2352;external error;Erreur externe;
18736;Possible Cause: Wire break or short circ;Cause possible : Rupture de fil ou court;
2480;ambiguous error;Erreur indéfinie;
18864;Possible Cause: Teach-in process running;Cause possible : Une procédure d'apprent;
2608;Reserved;réservé;
18992;;;
2736;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
19120;;;
2864;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
19248;;;
2992;Channel temporarily not available;Voie temporairement indisponible;
19376;Possible cause: Calibration, firmware up;Cause possible : Calibrage, mise à jour ;
15480;Data transmission impossible; @5W%t#ET200S-20091013@;Transmission de données impossible; @5W%t#ET200S-20091013@;
31864;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
15544;No physical connection on port;Pas de connexion physique au port;
31928;Port monitoring was configured, there is;Une surveillance de port a été configuré;
15545;Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
31929;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
15546;Error during cable data check;Erreur à la vérification des données de câble;
31930;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
15608;Remote mismatch; @5W%t#ET200S-20091013@;Erreur partenaire; @5W%t#ET200S-20091013@;
31992;Help: Remote mismatch; @5W%t#ET200S-2009;Aide : erreur partenaire; @5W%t#ET200S-2;
15672;Wrong partner;Partenaire incorrect;
32056;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15673;Wrong partner port;Port partenaire incorrect;
32057;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15674;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
32058;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
15675;Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
32059;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
15676;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
32060;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
15677;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
32061;A port interconnection was configured bu;Une connexion de port a été configurée, ;
15678;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
32062;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
15679;Difference in cable length measurement;Différence à la détermination de longueur de câble;
32063;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
15688;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
32072;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
15736;Media redundancy mismatch; @5W%t#ET200S-20091013@;Erreur de redondance de supports de transmission; @5W%t#ET200S-20091013@;
32120;Help: Media redundancy mismatch; @5W%t#E;Aide : erreur de redondance de supports ;
15800;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
32184;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
15801;Ring opened;Anneau ouvert;
32185;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
15802;RT redundancy not effective;Redondance RT plus garantie;
32186;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
15803;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
32187;Indicates that more than one device in t;Indique que plusieurs appareils assument;
15864;Sync mismatch; @5W%t#ET200S-20091013@;Perte de synchronisation; @5W%t#ET200S-20091013@;
32248;Help: Sync mismatch; @5W%t#ET200S-200910;Aide : perte de synchronisation; @5W%t#E;
15928;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
32312;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
15931;Station not synchronized;Station non synchrone;
32315;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
15992;Isochronous mode mismatch; @5W%t#ET200S-20091013@;Erreur de synchronisme d'horloge; @5W%t#ET200S-20091013@;
32376;Help: Isochronous mode mismatch; @5W%t#E;Aide : erreur de synchronisme d'horloge;;
16120;Multicast CR mismatch; @5W%t#ET200S-20091013@;Erreur Multicast CR; @5W%t#ET200S-20091013@;
32504;Help: Multicast CR mismatch; @5W%t#ET200;Aide : Erreur CR Multicast; @5W%t#ET200S;
16248;Reserved; @5W%t#ET200S-20091013@;réservé; @5W%t#ET200S-20091013@;
32632;Help: Reserved; @5W%t#ET200S-20091013@;Aide : réservée; @5W%t#ET200S-20091013@;
64;Fiber optics mismatch; @5W%t#ET200S-20091013@;Erreur fibre optique; @5W%t#ET200S-20091013@;
16448;Help: Fiber optics mismatch; @5W%t#ET200;Aide : erreur fibre optique; @5W%t#ET200;
128;FO link power margin critical;Réserve système FO critique;
16512;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
